name,lat,lon,name2,coast
299,36.946667,283.67,"SEWELLS POINT, HAMPTON ROADS",960.0
1295,38.573333,283.931667,CAMBRIDGE II,960.0
1153,38.968333,285.04,CAPE MAY,960.0
12,40.7,285.986667,NEW YORK (THE BATTERY),960.0
1068,41.173333,286.818333,BRIDGEPORT,960.0
1111,41.285,289.903333,NANTUCKET ISLAND,960.0
351,41.505,288.673333,NEWPORT,960.0
