name,lat,lon,name2,coast
112,30.671667,278.53499999999997,FERNANDINA BEACH,960.0
395,32.033333,279.098333,FORT PULASKI,960.0
234,32.781667,280.075,CHARLESTON I,960.0
396,34.226667,282.046667,WILMINGTON,960.0
299,36.946667,283.67,"SEWELLS POINT, HAMPTON ROADS",960.0
366,40.466667,285.991667,SANDY HOOK,960.0
12,40.7,285.986667,NEW YORK (THE BATTERY),960.0
351,41.505,288.673333,NEWPORT,960.0
235,42.353333,288.946667,BOSTON,960.0
